Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,P20357,Microtubule-associated protein 2 OS=Mus musculus OX=10090 GN=Map2 PE=1 SV=2,112,386,0,67856757.1,67503177.33,64346875.93,29054716.24,31409848.22,21770365.09,25481193.47,23961437.28,24474449.95,17436462.25,26784049.23,22555085.93,38375513.51,56899769.52,51496469.37,62732916.45,32290446.79,30948927.39,34122201.83,34384364.16,26359723.43,37991766.85,33411745.12,26059043.98,25208643.21,19194758.47,19207275.76,30391054.82,53245802.18,61231615.32,40662886.33,45352860.91,32644331.19,26766078.23,32097101.61,33560341.41,24884862.39,30157758.33,32095885.42,31182829.79,24430971.57,22912520.81,19494359.09,19896889.18,70125834.37,67503177.33,65541433.14,47141946.17,37959082.28,47812575.66,45983327.3,46619640.39,45689629.53,36176818.91,36750513.34,36526939.75,80332465.13,76496879.75,92494457.51,93023035.61,59982817.96,55605692.11,55387415.89,56000022.51,54544901.68,56178344.09,51798899.94,47639285.24,39228012.91,44329870.58,35280535.62,38259988.27,70172425.56,87558793.42,88227794.13,92483046.77,61589031.57,59855510.86,57563715.8,54784997.47,52671123.36,54334081.49,56418140.14,57303952.89,57754636.44,48131126.6,44322396.13,42435318.83
High,Master Protein,Q99104,Unconventional myosin-Va OS=Mus musculus OX=10090 GN=Myo5a PE=1 SV=2,112,379,0,50242454.06,52860333.78,51844547.45,28124771.56,32255341.09,21371588.41,30495349.03,28794562.42,29772574.87,20559588.71,31097663.23,27084762.7,22880353.5,38148412.33,28513947.03,37274423.32,26460342.45,29585678.34,33087034.23,32520769.54,30925893.64,40839534.8,40744579.18,34058030.98,31004214.02,21590601.53,26494745.44,34450162.73,35935477.86,34098226.01,23912548.76,26473759.37,28244318.04,23193352.82,29756960.06,31408142.86,30110735.46,35517895.83,38389061.63,35834259.72,21358553.62,24169134.12,22365663.05,24411720.27,51922522.71,52860333.78,52807007.2,45633089.52,38980867.97,46936773.16,55031865.64,56023022.72,55580326.36,42656618.48,42669242.34,43862546.05,47896041.82,51287281.74,51214813.26,55272099.63,49152800.97,53156353.38,53707124,52964883.04,63993457,60389332.45,63167139.95,62262462.65,48246694.51,49863017.19,48666391.93,43370091.29,47359219.73,48759117.52,51883956.59,53984994.04,53287665.33,51866021.21,53366849.52,51271678.28,63732169.27,63991236.51,67480283.85,65851776.28,50491463.09,50770828.05,50850595.95,52064376.69
High,Master Protein,Q9QYR6,Microtubule-associated protein 1A OS=Mus musculus OX=10090 GN=Map1a PE=1 SV=2,112,356,1,39681648.98,37882665.81,39664413.47,21355724.8,24322982.66,15971141.92,19796557.08,19909265.93,20162567.83,20289999.04,32325045.16,26379541.91,18785256.24,28656538.01,26744540.17,29567486.14,19137952.91,22040439.03,22469935.31,22411194.73,20171708.35,24386270.08,24757164.75,20598556.05,33617645.2,23724943.78,25952642.81,35675683.34,31554316.68,31430864.18,19687566.6,21514092.89,20179309.49,16646491.35,20409946.73,21935906.48,19663524.62,22901799.65,25062891.48,23002177.44,22604844.45,25954295.97,22492696.81,23708011.19,41008572.51,37882665.81,40400757.08,34650155.27,29394541.91,35076188.59,35724840.16,38735690.47,37640080.02,42097279.29,44353338.55,42720472.93,39323667.73,38526267.51,48036724.93,43843925.51,35550711.12,39599881.82,36473368.81,36499945.26,41740341.16,36059925.23,38381530.05,37656810.74,52313542.19,54792233.45,47670640.56,44912926.98,41585305.27,44944895.37,42716853.86,43871297.61,38071667.69,37225634.44,36603690.5,35808890.22,41619676.83,41261297.83,44055544.98,42270560.47,53437685.42,54520823.61,51139420.05,50563533.06
High,Master Protein,Q61879,Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=2,110,373,19,31835273.27,34312788.86,33046069.5,18421252.95,20802074.5,14209056.94,16174017.2,15757857.44,15858519.13,16240465.52,24304254.9,21063422.01,15445936.27,23039122.62,17929632.18,22920262.62,18666858.77,19572823.21,19941286.11,20352776.93,16207346.94,22244808.3,20693659.38,17362444.53,22074011.62,16639937.57,20608188.58,27777845.98,23784697.29,22738070.47,14695848,17397947.85,17748281.88,15046065.35,19018786.94,21545405.66,16287455.47,18648820.78,19354960.8,18509542.93,16402575.18,17349362.7,16388639.87,17779194.24,32899820.08,34312788.86,33659547.93,29888907.12,25139492.94,31206257.08,29187609.57,30658663.68,29605154.17,33695389.12,33347976.49,34111257.6,32333381.97,30974132.37,32203986.46,33987139.87,34675605.41,35166336.06,32368846.31,33147507.42,33537079.7,32893350.29,32081796.01,31740782.51,34350107.85,38429568.15,37853776.89,34970160.38,31345755.57,32514543.42,31886134.23,35477700.68,33485124.47,33646689.67,34108750.99,35171423.92,34473912.82,33598868.21,34022145.73,34014551.71,38775566.65,36444893.15,37261229.51,37918780.63
High,Master Protein,Q91ZX7,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,105,265,2,9745923.233,10813673.05,10320294.5,3723089.608,5286574.692,2847208.65,3353160.25,3200640.583,3343551.927,3409014.138,5025507.168,4445526.155,5558638.853,8493449.379,5813308.681,8396182.204,4091250.88,4475624.657,4783817.193,5354887.855,4156957.168,5110947.262,5124902.576,4150388.4,5406932.472,4114943.714,4725711.062,5980484.828,8497672.219,9763526.323,5324055.324,6407363.081,4652318.29,3664904.152,4732378.662,5048153.346,3789651.675,4651600.269,5186278.01,4754419.523,4363687.908,4500473.396,4103633.555,5021855.147,10071819.34,10813673.05,10511883.95,6040798.624,6388872.761,6253105.009,6051108.456,6227202.117,6241841.969,7072953.526,6895520.787,7199328.192,11636043.95,11418717.18,10441469.86,12450215.94,7599918.279,8041319.287,7765128.221,8721226.866,8601790.555,7557546.747,7945239.46,7587443.997,8413908.479,9503371.589,8680336.531,7528968.003,11199047.56,13961457.33,11551803.12,13065823.14,8777382.4,8195623.892,8487161.977,8240770.408,8021149.875,8380610.564,9116438.314,8737084.934,10315726,9453907.609,9330025.735,10710419.22
High,Master Protein,P14873,Microtubule-associated protein 1B OS=Mus musculus OX=10090 GN=Map1b PE=1 SV=2,98,317,0,26790864.53,25663758.46,27569946.5,23179435.95,25360514.23,17562778.82,22876168.32,21969452.86,22263432.78,16434155.28,25471160.18,22140167.36,13547018.69,21504796.96,16688329.97,22039886.5,22493896.73,23182834.03,24544498.62,26328359.21,22115034.62,31146708.25,27925295.92,22948301.79,26938950.38,17637266.13,20903302.39,29970528.87,22201661.12,20606973.88,12971224.7,16567045.84,20404677.51,16781915.74,22410633.32,23295366.17,22300903.93,25480216.76,26917303.45,25580485.67,21322668.33,20741898.92,18033650.98,19419973.65,27686730.24,25663758.46,28081764.33,37609168.61,30648408.09,38571778.08,41282302.44,42744013.21,41562037.05,34097252.71,34949092.42,35854997.92,28358328.19,28911362.57,29974443.81,32681680.73,41784721.08,41652413.85,39840815.65,42879626.96,45761572.27,46056570.64,43293147.49,41952448.28,41920601.77,40732876.43,38395851.32,37730578.6,29259478.65,29467159.4,28144154.19,33783334.61,38496862.43,37528476.58,40191770.06,38028116.62,47201935.2,45906733.46,47315229.92,47008656.88,50406630.52,43571415.44,41001328.58,41418171.76
High,Master Protein,Q9QWI6,SRC kinase signaling inhibitor 1 OS=Mus musculus OX=10090 GN=Srcin1 PE=1 SV=2,92,302,0,47876836.96,49778749.07,49161325.61,23259985.3,30605161.61,17485883.73,23588659.56,21997500.46,23085510.71,18778898.44,28754976.3,24956346.32,22697495.36,37336306.43,26446218.01,34233837.6,22804841.73,22659424.89,28728785.9,26899673.15,24051503.29,32483062.65,29308482.39,24926532.83,27296638.01,18821735.74,22925851.15,30679097.5,33498514.41,31003973.9,21129010.48,24613459.35,26122413.15,20752308.89,26011242.72,28014769.83,21727582.52,25299616.21,28841994.95,27348208.97,21711382.81,21530429.5,19887063.38,22956985.21,49477801.21,49778749.07,50073973.12,37739861.78,36986611.32,38402899.33,42568063.15,42798582.93,43096716.53,38962078.35,39454831.16,40415672.16,47513260.09,50195474.73,47500898.96,50763389.85,42362333.33,40712008.79,46632782.39,43810096.22,49768613.3,48032635.02,45437529.26,45568909.14,42477211.47,43468382.83,42110933.28,38622611.73,44147555.54,44334459.12,45844408.88,50191491.04,49284334.2,46407248.72,46649189.75,45732225.3,45988447.16,45581352.36,50698452.2,50257160.4,51325548.7,45227840.14,45215249.02,48961773.78
High,Master Protein,E9Q401,Ryanodine receptor 2 OS=Mus musculus OX=10090 GN=Ryr2 PE=1 SV=1,89,191,0,3441493.583,3812984.696,3613958.3,3294799.96,3912609.751,2476276.21,3832266.102,3652198.836,3863494.428,2144295.109,3199539.793,2761073.213,1619681.057,2833865.526,2187299.105,2569670.296,3356520.222,3862657.397,4170308.348,4500984.289,4671884.712,5784779.739,5794174.079,4759739.332,3698220.525,2744408.27,3075080.596,3646636.472,2647816.504,2564849.353,1686835.432,1929088.568,3801045.147,3277027.946,4161971.338,4392926.319,4507051.564,4796717.256,5378123.556,4924737.973,2579644.329,2915486.899,2621214.424,3056375.4,3556574.456,3812984.696,3681049.047,5345888.809,4728423.851,5438454.667,6915702.228,7105758.906,7212486.059,4448940.087,4390102.813,4471432.971,3390520.676,3809890.131,3928677.957,3810416.365,6235080.697,6940005.877,6769276.026,7330518.615,9667305.233,8553941.384,8982824.52,8701415.903,5754924.662,6338150.263,5648405.94,4590833.37,3489546.573,3667633.354,3659990.292,3933775.834,7171312.169,7328237.635,7464179.732,7171156.406,9539593.395,8642062.297,9453664.373,9050075.146,6098260.151,6124409.891,5959595.977,6518519.724
High,Master Protein,Q71LX4,Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=3,88,275,12,15062353.59,15874964.01,15471577.52,5576403.244,6132549.045,4251222.192,5926914.93,5658421.638,5758995.008,4466504.32,7210992.754,6068226.533,7267070.725,10811257.2,8465561.359,11061062.29,5261710.754,5423445.25,5593915.407,5856144.913,5366788.619,7674898.479,7154443.919,5931804.231,6640639.087,4588438.802,5594050.808,7634725.223,11164946.82,10907218.44,7029804.986,7953780.848,5331645.484,4299097.614,5663018.102,6358347.49,5255284.168,6074578.078,6203955.617,6182419.874,4515607.18,4830371.706,4650262.842,4790542.16,15566026.99,15874964.01,15758797.12,9047842.677,7411240.327,9336631.787,10695702.67,11009088.43,10751062.8,9267012.751,9894235.301,9827217.933,15212349.02,14534811.81,15205265.82,16401813.42,9774167.586,9744261.021,9080085.763,9537598.121,11105236.3,11348855.91,11091678.19,10844101.34,10333720.61,10596898.03,10275330.62,9611528.759,14714237.88,15596891.92,15252832.33,16219260.95,10059047.62,9613835.904,10156193.18,10379574.12,11123297.22,10944335.34,10905311.78,11361287.59,10674862.04,10146907.63,10572842.68,10217083.79
High,Master Protein,Q7TSJ2,Microtubule-associated protein 6 OS=Mus musculus OX=10090 GN=Map6 PE=1 SV=2,85,335,0,46712811.45,42375687.75,45734333.43,38212376.96,42538065.55,28961019.52,28964099.53,27999489.92,28867062.26,25167579.13,40348559.61,33611017.46,21587257.82,33565069.92,26907173.3,33895440.91,38203019.12,39768805.3,40612279.89,42121141.61,26399335.19,37707484.18,36249133.98,31012753.96,36012773.55,24260695.93,30720752.3,41373831.66,33292691.44,34548806.42,22326379.57,23169245.79,33664561.7,29663729.62,37741207.65,42445053.42,27967168.15,30984675.42,32236086.7,31632131.64,24106865.68,25628790.19,25630773.49,26735607.8,48274851.6,42375687.75,46583361.09,62000461.57,51407632.37,63604856.01,52268574.86,54476120.77,53889888.56,52217183.73,55362438.5,54431519.94,45189170.84,45125369.38,48328835.51,50261600.85,70966027.7,71452296.74,65922159.64,68600508.87,54626868.38,55757975.92,56197760.92,56695304.44,56040681.52,56029541.22,56428855.88,52086455.15,43876302.28,49403429.73,48442385.63,47246466.9,63513868.33,66335369.53,67685991.63,69288691.56,59195109.88,55823906.42,56664585.92,58129624.35,56988452.51,53837050.73,58274154.61,57020674.48
High,Master Protein,P19096,Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2,83,241,0,18860719.96,19860831.58,19346837.78,11144931.92,16610235.51,8261561.997,9653404.516,9006794.593,9301523.49,7478498.56,11309539.86,9793320.344,9463036.414,13562968.36,11074422.46,14346361.16,12529911.2,12752826.2,12558751.53,12016113.14,8459403.173,13175195.11,12379577.32,10379934.48,12012462.64,8704621.217,10765433.64,14908021.08,15243162.01,14825315.9,9688486.195,10694318.94,10951973.77,9361796.708,11127445.98,13358326.37,8798576.817,10955301.44,10128557.61,10380056.84,8371790.52,9049367.691,8004701.996,8532196.061,19491407.79,19860831.58,19705999.03,18082908.69,20073618.06,18144232.14,17420520.74,17523720.3,17364360.1,15516237.43,15517870.05,15859838.58,19809221.38,18234252.41,19891124.78,21273394.27,23275595.64,22912901.59,20385460.39,19570017.45,17504634.13,19482132.73,19192307.51,18975855.74,18692994.93,20103130.37,19774291.25,18768045.89,20088901.05,21199616.65,21021472.96,21807735.59,20662743.99,20935271.86,19956229.87,21806568.28,18623005.33,19737748.23,17803976.29,19075186.32,19790850.99,19009530.45,18199499.2,18197139.11
High,Master Protein,P46460,Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2,81,534,0,174433467.6,177331422.6,171625851.4,124840488.2,128380705.9,88550174.37,98436157.01,89847551.05,92458227.92,92377457.61,138615560.9,114882048.8,89247684.92,148948755,106329288.1,141769992.5,128883164.5,133014605.9,142916900.2,148730262.5,103561249,143513580.3,140067894.4,106907125.2,118874722.2,87588797.94,102820626.6,132851946.2,136624544.6,141415621.1,87655544.63,99765663.08,130599574.3,105514622.9,134531681.2,140921028.3,96952918.66,120546663.9,120002811.8,110565153.4,84534849.53,97512772.37,83622567.21,89001837.9,180266387.3,177331422.6,174811971.8,202556566.9,155149230.4,194475926.1,177637755.9,174808400.3,172603763.9,191662879.1,190195029,186046273,186824510.8,200248877.9,190981439,210222572.3,239413701.7,238986286.4,231983792.5,242229229.8,214294287.3,212213223.2,217150071.7,195439979.9,184984931.5,202284393.6,188864200.5,167250328.6,180056930.2,202218757.3,190189532.6,203441024.4,246398103.8,235956556.7,241272360.2,230044089.4,205209860.5,217184320.7,210940915.4,203182981.9,199839760.3,204839949,190124360.2,189819691.6
High,Master Protein,Q3UNH4,G protein-regulated inducer of neurite outgrowth 1 OS=Mus musculus OX=10090 GN=Gprin1 PE=1 SV=2,77,292,0,27382746.89,25517774.98,26928624.15,21963432,25692629.86,16705318.78,15401775.18,14312463.4,14641941.28,8936195.654,14763694.55,12337513.83,14685304.11,24655312.25,17224429.49,21634001.54,22188768.31,23693570.3,28378567.53,29718700.41,17955818.11,26677461.88,22066306.94,20003235.9,16628135.78,11051337.46,12678124.35,17243783.66,22008428.41,21472341.3,14286168.88,17892529.69,29760250.13,22662710.25,31873451.02,29720263.82,17487744.93,19931364.28,24029784.86,22054152.34,14288246.97,14929567.3,10883686.63,12347854.05,28298404.68,25517774.98,27428536.26,35636174.2,31049772.79,36688604.65,27794022.67,27846488.88,27334010.52,18540637.85,20257331.1,19980044.66,30741130.79,33146961.26,30937349.31,32079817.25,41217913.73,42570049.64,46064305.27,48401299.04,37155106.59,39447905.63,34209839.12,36568488.91,25875598.29,25522819.68,23287582.44,21708590.38,29004818.06,30704600.66,30997238.03,36486246.45,56147726.65,50679374.38,57162615.44,48516329.39,37014436.96,35909577.86,42239550.39,40528397.05,33777310.37,31361756.31,24745161.82,26335027.5
High,Master Protein,E9Q3L2,Phosphatidylinositol 4-kinase alpha OS=Mus musculus OX=10090 GN=Pi4ka PE=1 SV=2,77,209,0,8980229.994,9175545.211,9298163.708,4704633.855,5481755.477,3683702.685,5286651.848,5533554.292,5771470.267,5969070.941,8772928.375,7685159.536,4555169.439,7511440.461,5735433.599,7723029.347,4751664.191,5558996.565,5626795.833,5641731.778,5834708.85,7664662.301,7813326.212,6312208.189,8782339.48,6099402.908,6960158.291,9759141.531,7618536.261,7906982.795,4648350.563,5354767.132,5178826.299,4501418.074,5578737.171,5817593.187,4878236.272,6760025.874,7332156.43,6995005.792,5663860.545,6628991.191,6082213.907,6908420.715,9280521.912,9175545.211,9470777.97,7633376.769,6624750.483,8090232.415,9540284.779,10766145.12,10774351.98,12384507.56,12037374.13,12445767.67,9535455.207,10098490.07,10301595.93,11452036.26,8826703.763,9987804.992,9133457.518,9188394.618,12073481.02,11333719.69,12113156.65,11539528.72,13666492.23,14086436.25,12784640.34,12286004.64,10040437.87,11306673.35,10085701.08,10919381.25,9770728.477,10066274.04,10005041.73,9496829.136,10325240.32,12179280.46,12888462.92,12854557.62,13389324.52,13925172.92,13828528.18,14734013.6
High,Master Protein,Q91ZU6,Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2,72,137,0,3369270.188,3866838.055,3612483.434,1146678.595,1801418.144,957738.2406,1219521.543,1214360.755,1263473.717,1324792.07,1940661.305,1688543.028,1592030.429,2660379.936,2124098.394,2568036.307,997559.0706,1185852.665,1314203.582,1286955.976,1387489.052,1702667.191,1644747.839,1406490.867,2045084.111,1474347.58,1706346.425,2279829.672,2664840.875,2437507.698,1742064.152,1941436.742,1205934.21,1104879.678,1235003.228,1404987.036,1326306.874,1479582.026,1556781.677,1424343.867,1397826.378,1636167.226,1367887.94,1621183.137,3481935.967,3866838.055,3679546.8,1860512.426,2177029.926,2103406.714,2200746.928,2362673.868,2358690.233,2748651.769,2662790.027,2734518.93,3332638.894,3576653.574,3815161.138,3807993.416,1853068.325,2130612.069,2133225.186,2095998.149,2871064.035,2517730.321,2549885.63,2571246.268,3182423.792,3404973.16,3134271.439,2870129.287,3511982.922,3485539.812,3779822.124,3958956.093,2275198.094,2470781.748,2214884.561,2293546.727,2807251.729,2665706.432,2736510.481,2617483.224,3304451.239,3437010.382,3110031.514,3457596.948
High,Master Protein,P11881,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Mus musculus OX=10090 GN=Itpr1 PE=1 SV=2",70,182,0,8009233.868,8706826.856,8345462.873,5140780.56,5825859.239,3904770.774,5613890.104,5488504.756,5647805.279,4469630.497,6784985.261,5865902.554,3411907.932,5204481.66,3954589.469,5188443.544,4541682.272,5065722.142,5124664.601,5210857.476,5384470.595,5921654.583,6782828.841,5251360.922,6866721.585,4899726.833,5803760.532,6925999.083,5538458.536,5512468.63,3258793.79,3725099.863,4793360.624,3771690.477,4691162.062,5383152.069,5376110.131,6617517.823,6612480.332,6051457.67,4190163.064,5090472.768,4512728.812,5718761.127,8277056.43,8706826.856,8500390.874,8341034.841,7040602.955,8575747.227,10130818.49,10678496.24,10543490.51,9273498.88,9309708.522,9499563.417,7142236.021,6996981.025,7102964.768,7693644.675,8436640.804,9101542.753,8318394.308,8486652.091,11141824.76,8756337.922,10515555.87,9600163.422,10685535.15,11315810.86,10660532.12,8719297.345,7299111.919,7882612.593,7070727.476,7596181.981,9043482.528,8434424.288,8413243.132,8787633.264,11379036.6,11922529.14,11623416.43,11120621.43,9905514.553,10693288.24,10260145.16,12196753.45
High,Master Protein,Q8CAQ8,MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1,69,332,0,97173542.71,95045939.15,93718551.02,51013432.23,130597885.6,38252355.52,55291269.65,52044907.37,55101745.88,36880220.99,58145087.33,47600532.91,49712475.65,82229425.89,60575869.61,49759690.13,31321675.48,31170355.52,45970384.66,39468486.23,32746596.76,47941368.54,43545397.54,45935909.68,33580660.82,19526608.63,32827968.87,68555561.46,85445676.94,66587147.05,45108475.35,39993623.88,36047189.16,30661997.55,32854826.79,37227356.76,34593850.33,41325302.33,40140608.83,40769100.87,19309018.8,26510011.32,25345670.35,27105215.67,100422950.5,95045939.15,95458373.96,82770468.54,157828711.9,84010701.47,99778550.47,101259153.9,102865574.5,76518335.97,79781133.51,77086906.39,104064424.2,110550439.1,108802259,73785784.07,58183225.85,56003530.28,74619475.79,64280267.25,67760949.97,70890798.76,67509304.94,83976753.16,52255989.55,45096271.18,60299458.36,86306151.34,112608509.2,95216992.44,97873555.86,81554550.54,68009096.53,68567741.28,58922638.4,60771153.12,73221098.42,74454219.02,70559153.14,74920417.79,45646377.91,55688185.6,57625943.79,57808959.91
High,Master Protein,P58281,"Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1 PE=1 SV=1",69,241,0,55993830.56,57097572.37,57951418.6,21261996.28,42203642.48,16235952.42,16524823.1,15303991.59,16028888.06,19468993.77,28126860.73,24280804.06,29744379.34,45125462.43,32302230.12,30174089.89,14923308.82,14593600.09,19936586.78,17999328.8,10626078.38,15228474.07,14041587.69,14487704.68,19999704.5,13630866.31,17630510.22,34622878.46,47448587.72,38328757.68,25125202.74,24956828.33,15666890.66,13671063.43,14693329.02,16953321.7,11043114.14,13561362.4,13159232.66,13091706.26,12572951.13,16827264.74,13284161.18,14767090.14,57866220.78,57097572.37,59027248.37,34498078.58,51003479.1,35657771.49,29820673.44,29775617.21,29923203.94,40393874.17,38592990.98,39321662.07,62264686.45,60667329.61,58019069.81,44743423.34,27721577.28,26220205.42,32361218.32,29314569.08,21988030.42,22518311.93,21768955.59,26485388.19,31122209.15,31480184.56,32384282.47,43587527.03,62532300.26,54808610.85,54515097.54,50891685.23,29558229.19,30571848.4,26351370.47,27675156.09,23373777.12,24432988.73,23131296.2,24058320.68,29722363.66,35348149.44,30202883.37,31494681.03
